column_1,column_1_min,column_1_max,column_2,column_2_min,column_2_max,iv
survey_type,1,2,leisure_6,2.0,3.0,0.296
survey_type,1,2,leisure_6,2.0,4.0,0.471
survey_type,1,2,leisure_6,2.0,5.0,0.023
survey_type,1,2,leisure_6,3.0,3.0,0.195
survey_type,1,2,leisure_6,3.0,4.0,0.297
survey_type,1,2,leisure_6,3.0,5.0,0.018
survey_type,1,2,leisure_6,4.0,4.0,0.044
survey_type,1,2,leisure_6,4.0,5.0,0.212
survey_type,1,2,leisure_6,5.0,5.0,0.428
survey_type,2,2,leisure_6,1.0,1.0,0.005
survey_type,2,2,leisure_6,1.0,2.0,0.009
survey_type,2,2,leisure_6,1.0,3.0,0.068
survey_type,2,2,leisure_6,1.0,4.0,0.018
survey_type,2,2,leisure_6,1.0,5.0,0.045
survey_type,2,2,leisure_6,2.0,2.0,1.751
survey_type,2,2,leisure_6,2.0,3.0,0.099
survey_type,2,2,leisure_6,2.0,4.0,0.022
survey_type,2,2,leisure_6,2.0,5.0,0.04
survey_type,2,2,leisure_6,3.0,3.0,0.06
survey_type,2,2,leisure_6,3.0,4.0,0.012
survey_type,2,2,leisure_6,3.0,5.0,0.055
survey_type,2,2,leisure_6,4.0,4.0,0.0
survey_type,2,2,leisure_6,4.0,5.0,0.113
survey_type,2,2,leisure_6,5.0,5.0,0.229
survey_type,1,1,leisure_7,1.0,1.0,0.012
survey_type,1,1,leisure_7,1.0,2.0,0.0
survey_type,1,1,leisure_7,1.0,3.0,0.066
survey_type,1,1,leisure_7,1.0,4.0,0.065
survey_type,1,1,leisure_7,1.0,5.0,0.045
survey_type,1,1,leisure_7,2.0,2.0,0.006
survey_type,1,1,leisure_7,2.0,3.0,0.094
survey_type,1,1,leisure_7,2.0,4.0,0.083
survey_type,1,1,leisure_7,2.0,5.0,0.059
survey_type,1,1,leisure_7,3.0,3.0,0.093
survey_type,1,1,leisure_7,3.0,4.0,0.065
survey_type,1,1,leisure_7,3.0,5.0,0.041
survey_type,1,1,leisure_7,4.0,4.0,0.002
survey_type,1,1,leisure_7,4.0,5.0,0.0
survey_type,1,1,leisure_7,5.0,5.0,0.006
survey_type,1,2,leisure_7,1.0,1.0,0.027
survey_type,1,2,leisure_7,1.0,2.0,0.001
survey_type,1,2,leisure_7,1.0,3.0,0.099
survey_type,1,2,leisure_7,1.0,4.0,0.21
survey_type,1,2,leisure_7,1.0,5.0,0.0
survey_type,1,2,leisure_7,2.0,2.0,0.004
survey_type,1,2,leisure_7,2.0,3.0,0.16
survey_type,1,2,leisure_7,2.0,4.0,0.261
survey_type,1,2,leisure_7,2.0,5.0,0.027
survey_type,1,2,leisure_7,3.0,3.0,0.181
survey_type,1,2,leisure_7,3.0,4.0,0.192
survey_type,1,2,leisure_7,3.0,5.0,0.001
survey_type,1,2,leisure_7,4.0,4.0,0.012
survey_type,1,2,leisure_7,4.0,5.0,0.099
survey_type,1,2,leisure_7,5.0,5.0,0.21
survey_type,2,2,leisure_7,1.0,1.0,0.014
survey_type,2,2,leisure_7,1.0,2.0,0.006
survey_type,2,2,leisure_7,1.0,3.0,0.018
survey_type,2,2,leisure_7,1.0,4.0,0.028
survey_type,2,2,leisure_7,1.0,5.0,0.045
survey_type,2,2,leisure_7,2.0,2.0,0.0
survey_type,2,2,leisure_7,2.0,3.0,0.043
survey_type,2,2,leisure_7,2.0,4.0,0.045
survey_type,2,2,leisure_7,2.0,5.0,0.032
survey_type,2,2,leisure_7,3.0,3.0,0.084
survey_type,2,2,leisure_7,3.0,4.0,0.052
survey_type,2,2,leisure_7,3.0,5.0,0.032
survey_type,2,2,leisure_7,4.0,4.0,0.008
survey_type,2,2,leisure_7,4.0,5.0,0.094
survey_type,2,2,leisure_7,5.0,5.0,0.224
survey_type,1,1,leisure_8,1.0,1.0,0.025
survey_type,1,1,leisure_8,1.0,2.0,0.019
survey_type,1,1,leisure_8,1.0,3.0,0.041
survey_type,1,1,leisure_8,1.0,4.0,0.055
survey_type,1,1,leisure_8,1.0,5.0,0.045
survey_type,1,1,leisure_8,2.0,2.0,0.002
survey_type,1,1,leisure_8,2.0,3.0,0.015
survey_type,1,1,leisure_8,2.0,4.0,0.026
survey_type,1,1,leisure_8,2.0,5.0,0.017
survey_type,1,1,leisure_8,3.0,3.0,0.018
survey_type,1,1,leisure_8,3.0,4.0,0.025
survey_type,1,1,leisure_8,3.0,5.0,0.012
survey_type,1,1,leisure_8,4.0,4.0,0.007
survey_type,1,1,leisure_8,4.0,5.0,0.001
survey_type,1,1,leisure_8,5.0,5.0,0.0
survey_type,1,2,leisure_8,1.0,1.0,0.012
survey_type,1,2,leisure_8,1.0,2.0,0.037
survey_type,1,2,leisure_8,1.0,3.0,0.081
survey_type,1,2,leisure_8,1.0,4.0,0.094
survey_type,1,2,leisure_8,1.0,5.0,0.0
survey_type,1,2,leisure_8,2.0,2.0,0.02
survey_type,1,2,leisure_8,2.0,3.0,0.056
survey_type,1,2,leisure_8,2.0,4.0,0.061
survey_type,1,2,leisure_8,2.0,5.0,0.012
survey_type,1,2,leisure_8,3.0,3.0,0.031
survey_type,1,2,leisure_8,3.0,4.0,0.027
survey_type,1,2,leisure_8,3.0,5.0,0.037
survey_type,1,2,leisure_8,4.0,4.0,0.003
survey_type,1,2,leisure_8,4.0,5.0,0.081
survey_type,1,2,leisure_8,5.0,5.0,0.094
survey_type,2,2,leisure_8,1.0,1.0,0.001
survey_type,2,2,leisure_8,1.0,2.0,0.015
survey_type,2,2,leisure_8,1.0,3.0,0.027
survey_type,2,2,leisure_8,1.0,4.0,0.014
survey_type,2,2,leisure_8,1.0,5.0,0.045
survey_type,2,2,leisure_8,2.0,2.0,0.057
survey_type,2,2,leisure_8,2.0,3.0,0.059
survey_type,2,2,leisure_8,2.0,4.0,0.024
survey_type,2,2,leisure_8,2.0,5.0,0.04
survey_type,2,2,leisure_8,3.0,3.0,0.012
survey_type,2,2,leisure_8,3.0,4.0,0.002
survey_type,2,2,leisure_8,3.0,5.0,0.076
survey_type,2,2,leisure_8,4.0,4.0,0.001
survey_type,2,2,leisure_8,4.0,5.0,0.101
survey_type,2,2,leisure_8,5.0,5.0,0.102
survey_type,1,1,leisure_9,1.0,1.0,0.025
survey_type,1,1,leisure_9,1.0,2.0,0.127
survey_type,1,1,leisure_9,1.0,3.0,0.196
survey_type,1,1,leisure_9,1.0,4.0,0.113
survey_type,1,1,leisure_9,1.0,5.0,0.045
survey_type,1,1,leisure_9,2.0,2.0,0.138
survey_type,1,1,leisure_9,2.0,3.0,0.18
survey_type,1,1,leisure_9,2.0,4.0,0.068
survey_type,1,1,leisure_9,2.0,5.0,0.013
survey_type,1,1,leisure_9,3.0,3.0,0.049
survey_type,1,1,leisure_9,3.0,4.0,0.006
survey_type,1,1,leisure_9,3.0,5.0,0.002
survey_type,1,1,leisure_9,4.0,4.0,0.005
survey_type,1,1,leisure_9,4.0,5.0,0.027
survey_type,1,1,leisure_9,5.0,5.0,0.017
survey_type,1,2,leisure_9,1.0,1.0,0.006
survey_type,1,2,leisure_9,1.0,2.0,0.101
survey_type,1,2,leisure_9,1.0,3.0,0.135
survey_type,1,2,leisure_9,1.0,4.0,0.109
survey_type,1,2,leisure_9,1.0,5.0,0.0
survey_type,1,2,leisure_9,2.0,2.0,0.174
survey_type,1,2,leisure_9,2.0,3.0,0.145
survey_type,1,2,leisure_9,2.0,4.0,0.085
survey_type,1,2,leisure_9,2.0,5.0,0.006
survey_type,1,2,leisure_9,3.0,3.0,0.017
survey_type,1,2,leisure_9,3.0,4.0,0.005
survey_type,1,2,leisure_9,3.0,5.0,0.101
survey_type,1,2,leisure_9,4.0,4.0,0.0
survey_type,1,2,leisure_9,4.0,5.0,0.135
survey_type,1,2,leisure_9,5.0,5.0,0.109
survey_type,2,2,leisure_9,1.0,1.0,0.01
survey_type,2,2,leisure_9,1.0,2.0,0.0
survey_type,2,2,leisure_9,1.0,3.0,0.001
survey_type,2,2,leisure_9,1.0,4.0,0.0
survey_type,2,2,leisure_9,1.0,5.0,0.045
survey_type,2,2,leisure_9,2.0,2.0,0.033
survey_type,2,2,leisure_9,2.0,3.0,0.002
survey_type,2,2,leisure_9,2.0,4.0,0.008
survey_type,2,2,leisure_9,2.0,5.0,0.029
survey_type,2,2,leisure_9,3.0,3.0,0.004
survey_type,2,2,leisure_9,3.0,4.0,0.0
survey_type,2,2,leisure_9,3.0,5.0,0.051
survey_type,2,2,leisure_9,4.0,4.0,0.006
survey_type,2,2,leisure_9,4.0,5.0,0.041
survey_type,2,2,leisure_9,5.0,5.0,0.06
survey_type,1,1,leisure_10,1.0,1.0,0.012
survey_type,1,1,leisure_10,1.0,2.0,0.001
survey_type,1,1,leisure_10,1.0,3.0,0.034
survey_type,1,1,leisure_10,1.0,4.0,0.052
survey_type,1,1,leisure_10,1.0,5.0,0.045
survey_type,1,1,leisure_10,2.0,2.0,1.078
survey_type,1,1,leisure_10,2.0,3.0,3.312
survey_type,1,1,leisure_10,2.0,4.0,0.069
survey_type,1,1,leisure_10,2.0,5.0,0.051
survey_type,1,1,leisure_10,3.0,3.0,2.233
survey_type,1,1,leisure_10,3.0,4.0,0.053
survey_type,1,1,leisure_10,3.0,5.0,0.042
survey_type,1,1,leisure_10,4.0,4.0,0.025
survey_type,1,1,leisure_10,4.0,5.0,0.025
survey_type,1,1,leisure_10,5.0,5.0,0.006
survey_type,1,2,leisure_10,1.0,1.0,0.007
survey_type,1,2,leisure_10,1.0,2.0,0.005
survey_type,1,2,leisure_10,1.0,3.0,0.059
survey_type,1,2,leisure_10,1.0,4.0,0.05
survey_type,1,2,leisure_10,1.0,5.0,0.0
survey_type,1,2,leisure_10,2.0,2.0,1.395
survey_type,1,2,leisure_10,2.0,3.0,4.289
survey_type,1,2,leisure_10,2.0,4.0,0.061
survey_type,1,2,leisure_10,2.0,5.0,0.007
survey_type,1,2,leisure_10,3.0,3.0,2.893
survey_type,1,2,leisure_10,3.0,4.0,0.044
survey_type,1,2,leisure_10,3.0,5.0,0.005
survey_type,1,2,leisure_10,4.0,4.0,0.016
survey_type,1,2,leisure_10,4.0,5.0,0.059
survey_type,1,2,leisure_10,5.0,5.0,0.05
survey_type,2,2,leisure_10,1.0,1.0,0.127
survey_type,2,2,leisure_10,1.0,2.0,0.444
survey_type,2,2,leisure_10,1.0,3.0,1.104
survey_type,2,2,leisure_10,1.0,4.0,0.002
survey_type,2,2,leisure_10,1.0,5.0,0.045
survey_type,2,2,leisure_10,2.0,2.0,0.317
survey_type,2,2,leisure_10,2.0,3.0,0.977
survey_type,2,2,leisure_10,2.0,4.0,0.001
survey_type,2,2,leisure_10,2.0,5.0,0.046
survey_type,2,2,leisure_10,3.0,3.0,0.66
survey_type,2,2,leisure_10,3.0,4.0,0.0
survey_type,2,2,leisure_10,3.0,5.0,0.049
survey_type,2,2,leisure_10,4.0,4.0,0.001
survey_type,2,2,leisure_10,4.0,5.0,0.055
survey_type,2,2,leisure_10,5.0,5.0,0.052
survey_type,1,1,leisure_11,1.0,1.0,0.019
survey_type,1,1,leisure_11,1.0,2.0,0.004
survey_type,1,1,leisure_11,1.0,3.0,0.003
survey_type,1,1,leisure_11,1.0,4.0,0.016
survey_type,1,1,leisure_11,1.0,5.0,0.045
survey_type,1,1,leisure_11,2.0,2.0,0.001
survey_type,1,1,leisure_11,2.0,3.0,0.025
survey_type,1,1,leisure_11,2.0,4.0,0.038
survey_type,1,1,leisure_11,2.0,5.0,0.061
survey_type,1,1,leisure_11,3.0,3.0,0.037
survey_type,1,1,leisure_11,3.0,4.0,0.039
survey_type,1,1,leisure_11,3.0,5.0,0.056
survey_type,1,1,leisure_11,4.0,4.0,0.014
survey_type,1,1,leisure_11,4.0,5.0,0.033
survey_type,1,1,leisure_11,5.0,5.0,0.016
survey_type,1,2,leisure_11,1.0,1.0,0.014
survey_type,1,2,leisure_11,1.0,2.0,0.006
survey_type,1,2,leisure_11,1.0,3.0,0.0
survey_type,1,2,leisure_11,1.0,4.0,0.002
survey_type,1,2,leisure_11,1.0,5.0,0.0
survey_type,1,2,leisure_11,2.0,2.0,0.0
survey_type,1,2,leisure_11,2.0,3.0,0.006
survey_type,1,2,leisure_11,2.0,4.0,0.009
survey_type,1,2,leisure_11,2.0,5.0,0.014
survey_type,1,2,leisure_11,3.0,3.0,0.01
survey_type,1,2,leisure_11,3.0,4.0,0.01
survey_type,1,2,leisure_11,3.0,5.0,0.006
survey_type,1,2,leisure_11,4.0,4.0,0.002
survey_type,1,2,leisure_11,4.0,5.0,0.0
survey_type,1,2,leisure_11,5.0,5.0,0.002
survey_type,2,2,leisure_11,1.0,1.0,0.0
survey_type,2,2,leisure_11,1.0,2.0,0.001
survey_type,2,2,leisure_11,1.0,3.0,0.003
survey_type,2,2,leisure_11,1.0,4.0,0.006
survey_type,2,2,leisure_11,1.0,5.0,0.045
survey_type,2,2,leisure_11,2.0,2.0,0.002
survey_type,2,2,leisure_11,2.0,3.0,0.003
survey_type,2,2,leisure_11,2.0,4.0,0.006
survey_type,2,2,leisure_11,2.0,5.0,0.044
survey_type,2,2,leisure_11,3.0,3.0,0.001
survey_type,2,2,leisure_11,3.0,4.0,0.004
survey_type,2,2,leisure_11,3.0,5.0,0.04
survey_type,2,2,leisure_11,4.0,4.0,0.003
survey_type,2,2,leisure_11,4.0,5.0,0.036
survey_type,2,2,leisure_11,5.0,5.0,0.029
survey_type,1,1,leisure_12,1.0,1.0,0.069
survey_type,1,1,leisure_12,1.0,2.0,0.059
survey_type,1,1,leisure_12,1.0,3.0,0.068
survey_type,1,1,leisure_12,1.0,4.0,0.044
survey_type,1,1,leisure_12,1.0,5.0,0.045
survey_type,1,1,leisure_12,2.0,2.0,0.0
survey_type,1,1,leisure_12,2.0,3.0,0.003
survey_type,1,1,leisure_12,2.0,4.0,0.0
survey_type,1,1,leisure_12,2.0,5.0,0.0
survey_type,1,1,leisure_12,3.0,3.0,0.006
survey_type,1,1,leisure_12,3.0,4.0,0.001
survey_type,1,1,leisure_12,3.0,5.0,0.0
survey_type,1,1,leisure_12,4.0,4.0,0.01
survey_type,1,1,leisure_12,4.0,5.0,0.001
survey_type,1,1,leisure_12,5.0,5.0,0.0
survey_type,1,2,leisure_12,1.0,1.0,0.089
survey_type,1,2,leisure_12,1.0,2.0,0.094
survey_type,1,2,leisure_12,1.0,3.0,0.125
survey_type,1,2,leisure_12,1.0,4.0,0.097
survey_type,1,2,leisure_12,1.0,5.0,0.0
survey_type,1,2,leisure_12,2.0,2.0,0.004
survey_type,1,2,leisure_12,2.0,3.0,0.018
survey_type,1,2,leisure_12,2.0,4.0,0.006
survey_type,1,2,leisure_12,2.0,5.0,0.089
survey_type,1,2,leisure_12,3.0,3.0,0.022
survey_type,1,2,leisure_12,3.0,4.0,0.002
survey_type,1,2,leisure_12,3.0,5.0,0.094
survey_type,1,2,leisure_12,4.0,4.0,0.004
survey_type,1,2,leisure_12,4.0,5.0,0.125
survey_type,1,2,leisure_12,5.0,5.0,0.097
survey_type,2,2,leisure_12,1.0,1.0,0.014
survey_type,2,2,leisure_12,1.0,2.0,0.025
survey_type,2,2,leisure_12,1.0,3.0,0.044
survey_type,2,2,leisure_12,1.0,4.0,0.044
survey_type,2,2,leisure_12,1.0,5.0,0.045
survey_type,2,2,leisure_12,2.0,2.0,0.012
survey_type,2,2,leisure_12,2.0,3.0,0.037
survey_type,2,2,leisure_12,2.0,4.0,0.032
survey_type,2,2,leisure_12,2.0,5.0,0.068
survey_type,2,2,leisure_12,3.0,3.0,1.383
survey_type,2,2,leisure_12,3.0,4.0,0.02
survey_type,2,2,leisure_12,3.0,5.0,0.084
survey_type,2,2,leisure_12,4.0,4.0,0.002
survey_type,2,2,leisure_12,4.0,5.0,0.102
survey_type,2,2,leisure_12,5.0,5.0,0.109
survey_type,1,1,socialize,1.0,1.0,0.037
survey_type,1,1,socialize,1.0,2.0,0.002
survey_type,1,1,socialize,1.0,3.0,0.009
survey_type,1,1,socialize,1.0,4.0,0.036
survey_type,1,1,socialize,1.0,5.0,0.045
survey_type,1,1,socialize,2.0,2.0,0.01
survey_type,1,1,socialize,2.0,3.0,0.047
survey_type,1,1,socialize,2.0,4.0,0.094
survey_type,1,1,socialize,2.0,5.0,0.106
survey_type,1,1,socialize,3.0,3.0,0.031
survey_type,1,1,socialize,3.0,4.0,0.069
survey_type,1,1,socialize,3.0,5.0,0.079
survey_type,1,1,socialize,4.0,4.0,0.029
survey_type,1,1,socialize,4.0,5.0,0.038
survey_type,1,1,socialize,5.0,5.0,0.008
survey_type,1,2,socialize,1.0,1.0,0.153
survey_type,1,2,socialize,1.0,2.0,0.146
survey_type,1,2,socialize,1.0,3.0,0.035
survey_type,1,2,socialize,1.0,4.0,0.0
survey_type,1,2,socialize,1.0,5.0,0.0
survey_type,1,2,socialize,2.0,2.0,0.01
survey_type,1,2,socialize,2.0,3.0,0.017
survey_type,1,2,socialize,2.0,4.0,0.127
survey_type,1,2,socialize,2.0,5.0,0.153
survey_type,1,2,socialize,3.0,3.0,0.065
survey_type,1,2,socialize,3.0,4.0,0.151
survey_type,1,2,socialize,3.0,5.0,0.146
survey_type,1,2,socialize,4.0,4.0,0.044
survey_type,1,2,socialize,4.0,5.0,0.035
survey_type,1,2,socialize,5.0,5.0,0.0
survey_type,2,2,socialize,1.0,1.0,0.128
survey_type,2,2,socialize,1.0,2.0,0.173
survey_type,2,2,socialize,1.0,3.0,0.071
survey_type,2,2,socialize,1.0,4.0,0.036
survey_type,2,2,socialize,1.0,5.0,0.045
survey_type,2,2,socialize,2.0,2.0,0.056
survey_type,2,2,socialize,2.0,3.0,0.008
survey_type,2,2,socialize,2.0,4.0,0.0
survey_type,2,2,socialize,2.0,5.0,0.001
survey_type,2,2,socialize,3.0,3.0,0.025
survey_type,2,2,socialize,3.0,4.0,0.041
survey_type,2,2,socialize,3.0,5.0,0.026
survey_type,2,2,socialize,4.0,4.0,0.012
survey_type,2,2,socialize,4.0,5.0,0.004
survey_type,2,2,socialize,5.0,5.0,0.005
survey_type,1,1,relax,1.0,1.0,0.002
survey_type,1,1,relax,1.0,2.0,0.039
survey_type,1,1,relax,1.0,3.0,0.001
survey_type,1,1,relax,1.0,4.0,0.028
survey_type,1,1,relax,1.0,5.0,0.045
survey_type,1,1,relax,2.0,2.0,0.036
survey_type,1,1,relax,2.0,3.0,0.0
survey_type,1,1,relax,2.0,4.0,0.032
survey_type,1,1,relax,2.0,5.0,0.049
survey_type,1,1,relax,3.0,3.0,0.021
survey_type,1,1,relax,3.0,4.0,0.096
survey_type,1,1,relax,3.0,5.0,0.122
survey_type,1,1,relax,4.0,4.0,0.056
survey_type,1,1,relax,4.0,5.0,0.074
survey_type,1,1,relax,5.0,5.0,0.013
survey_type,1,2,relax,1.0,1.0,0.014
survey_type,1,2,relax,1.0,2.0,0.11
survey_type,1,2,relax,1.0,3.0,0.028
survey_type,1,2,relax,1.0,4.0,0.012
survey_type,1,2,relax,1.0,5.0,0.0
survey_type,1,2,relax,2.0,2.0,0.086
survey_type,1,2,relax,2.0,3.0,0.014
survey_type,1,2,relax,2.0,4.0,0.026
survey_type,1,2,relax,2.0,5.0,0.014
survey_type,1,2,relax,3.0,3.0,0.018
survey_type,1,2,relax,3.0,4.0,0.137
survey_type,1,2,relax,3.0,5.0,0.11
survey_type,1,2,relax,4.0,4.0,0.059
survey_type,1,2,relax,4.0,5.0,0.028
survey_type,1,2,relax,5.0,5.0,0.012
survey_type,2,2,relax,1.0,1.0,0.013
survey_type,2,2,relax,1.0,2.0,0.055
survey_type,2,2,relax,1.0,3.0,0.027
survey_type,2,2,relax,1.0,4.0,0.011
survey_type,2,2,relax,1.0,5.0,0.045
survey_type,2,2,relax,2.0,2.0,0.04
survey_type,2,2,relax,2.0,3.0,0.016
survey_type,2,2,relax,2.0,4.0,0.005
survey_type,2,2,relax,2.0,5.0,0.031
survey_type,2,2,relax,3.0,3.0,0.0
survey_type,2,2,relax,3.0,4.0,0.004
survey_type,2,2,relax,3.0,5.0,0.003
survey_type,2,2,relax,4.0,4.0,0.004
survey_type,2,2,relax,4.0,5.0,0.007
survey_type,2,2,relax,5.0,5.0,0.064
survey_type,1,1,learn,1.0,1.0,0.04
survey_type,1,1,learn,1.0,2.0,0.003
survey_type,1,1,learn,1.0,3.0,0.012
survey_type,1,1,learn,1.0,4.0,0.044
survey_type,1,1,learn,1.0,5.0,0.045
survey_type,1,1,learn,2.0,2.0,0.028
survey_type,1,1,learn,2.0,3.0,0.108
survey_type,1,1,learn,2.0,4.0,0.181
survey_type,1,1,learn,2.0,5.0,0.174
survey_type,1,1,learn,3.0,3.0,0.084
survey_type,1,1,learn,3.0,4.0,0.159
survey_type,1,1,learn,3.0,5.0,0.139
survey_type,1,1,learn,4.0,4.0,0.069
survey_type,1,1,learn,4.0,5.0,0.046
survey_type,1,1,learn,5.0,5.0,0.0
survey_type,1,2,learn,1.0,1.0,0.158
survey_type,1,2,learn,1.0,2.0,0.084
survey_type,1,2,learn,1.0,3.0,0.013
survey_type,1,2,learn,1.0,4.0,0.001
survey_type,1,2,learn,1.0,5.0,0.0
survey_type,1,2,learn,2.0,2.0,0.035
survey_type,1,2,learn,2.0,3.0,0.118
survey_type,1,2,learn,2.0,4.0,0.169
survey_type,1,2,learn,2.0,5.0,0.158
survey_type,1,2,learn,3.0,3.0,0.07
survey_type,1,2,learn,3.0,4.0,0.102
survey_type,1,2,learn,3.0,5.0,0.084
survey_type,1,2,learn,4.0,4.0,0.024
survey_type,1,2,learn,4.0,5.0,0.013
survey_type,1,2,learn,5.0,5.0,0.001
survey_type,2,2,learn,1.0,1.0,0.059
survey_type,2,2,learn,1.0,2.0,0.035
survey_type,2,2,learn,1.0,3.0,0.031
survey_type,2,2,learn,1.0,4.0,0.04
survey_type,2,2,learn,1.0,5.0,0.045
survey_type,2,2,learn,2.0,2.0,0.005
survey_type,2,2,learn,2.0,3.0,0.006
survey_type,2,2,learn,2.0,4.0,0.001
survey_type,2,2,learn,2.0,5.0,0.0
survey_type,2,2,learn,3.0,3.0,0.001
survey_type,2,2,learn,3.0,4.0,0.001
survey_type,2,2,learn,3.0,5.0,0.003
survey_type,2,2,learn,4.0,4.0,0.008
survey_type,2,2,learn,4.0,5.0,0.012
survey_type,2,2,learn,5.0,5.0,0.004
survey_type,1,1,social_neighbor,1.0,1.0,0.043
survey_type,1,1,social_neighbor,1.0,2.0,0.083
survey_type,1,1,social_neighbor,1.0,3.0,0.03
survey_type,1,1,social_neighbor,1.0,4.0,0.03
survey_type,1,1,social_neighbor,1.0,5.0,0.062
survey_type,1,1,social_neighbor,1.0,6.0,0.092
survey_type,1,1,social_neighbor,1.0,7.0,0.045
survey_type,1,1,social_neighbor,2.0,2.0,0.036
survey_type,1,1,social_neighbor,2.0,3.0,0.007
survey_type,1,1,social_neighbor,2.0,4.0,0.007
survey_type,1,1,social_neighbor,2.0,5.0,0.026
survey_type,1,1,social_neighbor,2.0,6.0,0.048
survey_type,1,1,social_neighbor,2.0,7.0,0.015
survey_type,1,1,social_neighbor,3.0,3.0,0.001
survey_type,1,1,social_neighbor,3.0,4.0,0.001
survey_type,1,1,social_neighbor,3.0,5.0,0.004
survey_type,1,1,social_neighbor,3.0,6.0,0.015
survey_type,1,1,social_neighbor,3.0,7.0,0.001
survey_type,1,1,social_neighbor,4.0,4.0,0.0
survey_type,1,1,social_neighbor,4.0,5.0,0.021
survey_type,1,1,social_neighbor,4.0,6.0,0.042
survey_type,1,1,social_neighbor,4.0,7.0,0.004
survey_type,1,1,social_neighbor,5.0,5.0,0.034
survey_type,1,1,social_neighbor,5.0,6.0,0.053
survey_type,1,1,social_neighbor,5.0,7.0,0.003
survey_type,1,1,social_neighbor,6.0,6.0,0.018
survey_type,1,1,social_neighbor,6.0,7.0,0.002
survey_type,1,1,social_neighbor,7.0,7.0,0.021
survey_type,1,2,social_neighbor,1.0,1.0,0.027
survey_type,1,2,social_neighbor,1.0,2.0,0.11
survey_type,1,2,social_neighbor,1.0,3.0,0.016
survey_type,1,2,social_neighbor,1.0,4.0,0.016
survey_type,1,2,social_neighbor,1.0,5.0,0.036
survey_type,1,2,social_neighbor,1.0,6.0,0.067
survey_type,1,2,social_neighbor,1.0,7.0,0.0
survey_type,1,2,social_neighbor,2.0,2.0,0.07
survey_type,1,2,social_neighbor,2.0,3.0,0.0
survey_type,1,2,social_neighbor,2.0,4.0,0.0
survey_type,1,2,social_neighbor,2.0,5.0,0.002
survey_type,1,2,social_neighbor,2.0,6.0,0.005
survey_type,1,2,social_neighbor,2.0,7.0,0.027
survey_type,1,2,social_neighbor,3.0,3.0,0.038
survey_type,1,2,social_neighbor,3.0,4.0,0.035
survey_type,1,2,social_neighbor,3.0,5.0,0.02
survey_type,1,2,social_neighbor,3.0,6.0,0.015
survey_type,1,2,social_neighbor,3.0,7.0,0.11
survey_type,1,2,social_neighbor,4.0,4.0,0.0
survey_type,1,2,social_neighbor,4.0,5.0,0.003
survey_type,1,2,social_neighbor,4.0,6.0,0.005
survey_type,1,2,social_neighbor,4.0,7.0,0.016
survey_type,1,2,social_neighbor,5.0,5.0,0.005
survey_type,1,2,social_neighbor,5.0,6.0,0.006
survey_type,1,2,social_neighbor,5.0,7.0,0.016
survey_type,1,2,social_neighbor,6.0,6.0,0.001
survey_type,1,2,social_neighbor,6.0,7.0,0.036
survey_type,1,2,social_neighbor,7.0,7.0,0.067
survey_type,2,2,social_neighbor,1.0,1.0,0.002
survey_type,2,2,social_neighbor,1.0,2.0,0.023
survey_type,2,2,social_neighbor,1.0,3.0,0.001
survey_type,2,2,social_neighbor,1.0,4.0,0.002
survey_type,2,2,social_neighbor,1.0,5.0,0.007
survey_type,2,2,social_neighbor,1.0,6.0,0.015
survey_type,2,2,social_neighbor,1.0,7.0,0.045
survey_type,2,2,social_neighbor,2.0,2.0,0.028
survey_type,2,2,social_neighbor,2.0,3.0,0.006
survey_type,2,2,social_neighbor,2.0,4.0,0.006
survey_type,2,2,social_neighbor,2.0,5.0,0.013
survey_type,2,2,social_neighbor,2.0,6.0,0.024
survey_type,2,2,social_neighbor,2.0,7.0,0.06
survey_type,2,2,social_neighbor,3.0,3.0,0.05
survey_type,2,2,social_neighbor,3.0,4.0,0.047
survey_type,2,2,social_neighbor,3.0,5.0,0.057
survey_type,2,2,social_neighbor,3.0,6.0,0.075
survey_type,2,2,social_neighbor,3.0,7.0,0.133
survey_type,2,2,social_neighbor,4.0,4.0,0.0
survey_type,2,2,social_neighbor,4.0,5.0,0.007
survey_type,2,2,social_neighbor,4.0,6.0,0.017
survey_type,2,2,social_neighbor,4.0,7.0,0.062
survey_type,2,2,social_neighbor,5.0,5.0,0.007
survey_type,2,2,social_neighbor,5.0,6.0,0.019
survey_type,2,2,social_neighbor,5.0,7.0,0.068
survey_type,2,2,social_neighbor,6.0,6.0,0.011
survey_type,2,2,social_neighbor,6.0,7.0,0.068
survey_type,2,2,social_neighbor,7.0,7.0,0.072
survey_type,1,1,social_friend,1.0,1.0,0.016
survey_type,1,1,social_friend,1.0,2.0,0.016
survey_type,1,1,social_friend,1.0,3.0,0.015
survey_type,1,1,social_friend,1.0,4.0,0.051
survey_type,1,1,social_friend,1.0,5.0,0.11
survey_type,1,1,social_friend,1.0,6.0,0.069
survey_type,1,1,social_friend,1.0,7.0,0.045
survey_type,1,1,social_friend,2.0,2.0,0.005
survey_type,1,1,social_friend,2.0,3.0,0.007
survey_type,1,1,social_friend,2.0,4.0,0.034
survey_type,1,1,social_friend,2.0,5.0,0.085
survey_type,1,1,social_friend,2.0,6.0,0.049
survey_type,1,1,social_friend,2.0,7.0,0.028
survey_type,1,1,social_friend,3.0,3.0,0.002
survey_type,1,1,social_friend,3.0,4.0,0.025
